timestamp,message
1733296783267,[113]#011train-rmse:0.06695#011validation-rmse:0.06797
1733296783267,[114]#011train-rmse:0.06693#011validation-rmse:0.06795
1733296783267,[115]#011train-rmse:0.06688#011validation-rmse:0.06790
1733296783267,[116]#011train-rmse:0.06687#011validation-rmse:0.06789
1733296783267,[117]#011train-rmse:0.06686#011validation-rmse:0.06789
1733296783267,[118]#011train-rmse:0.06684#011validation-rmse:0.06786
1733296783268,[119]#011train-rmse:0.06684#011validation-rmse:0.06786
1733296783268,[120]#011train-rmse:0.06682#011validation-rmse:0.06784
1733296783268,[121]#011train-rmse:0.06678#011validation-rmse:0.06780
1733296783268,[122]#011train-rmse:0.06674#011validation-rmse:0.06776
1733296783268,[123]#011train-rmse:0.06667#011validation-rmse:0.06770
1733296783268,[124]#011train-rmse:0.06667#011validation-rmse:0.06770
1733296783268,[125]#011train-rmse:0.06663#011validation-rmse:0.06766
1733296783268,[126]#011train-rmse:0.06657#011validation-rmse:0.06760
1733296783268,[127]#011train-rmse:0.06656#011validation-rmse:0.06759
1733296783268,[128]#011train-rmse:0.06656#011validation-rmse:0.06759
1733296783268,[129]#011train-rmse:0.06656#011validation-rmse:0.06759
1733296783268,[130]#011train-rmse:0.06653#011validation-rmse:0.06755
1733296783268,[131]#011train-rmse:0.06653#011validation-rmse:0.06755
1733296783268,[132]#011train-rmse:0.06651#011validation-rmse:0.06754
1733296783268,[133]#011train-rmse:0.06651#011validation-rmse:0.06754
1733296783268,[134]#011train-rmse:0.06651#011validation-rmse:0.06754
1733296783268,[135]#011train-rmse:0.06651#011validation-rmse:0.06754
1733296783268,[136]#011train-rmse:0.06651#011validation-rmse:0.06754
1733296783268,[137]#011train-rmse:0.06650#011validation-rmse:0.06753
1733296783268,[138]#011train-rmse:0.06650#011validation-rmse:0.06753
1733296783268,[139]#011train-rmse:0.06643#011validation-rmse:0.06747
1733296783268,[140]#011train-rmse:0.06643#011validation-rmse:0.06747
1733296783268,[141]#011train-rmse:0.06643#011validation-rmse:0.06747
1733296783268,[142]#011train-rmse:0.06643#011validation-rmse:0.06747
1733296783268,[143]#011train-rmse:0.06640#011validation-rmse:0.06743
1733296783268,[144]#011train-rmse:0.06640#011validation-rmse:0.06743
1733296783268,[145]#011train-rmse:0.06640#011validation-rmse:0.06743
1733296783268,[146]#011train-rmse:0.06640#011validation-rmse:0.06743
1733296783268,[147]#011train-rmse:0.06637#011validation-rmse:0.06741
1733296783268,[148]#011train-rmse:0.06637#011validation-rmse:0.06741
1733296783268,[149]#011train-rmse:0.06637#011validation-rmse:0.06741
1733296783268,[150]#011train-rmse:0.06637#011validation-rmse:0.06741
1733296783268,[151]#011train-rmse:0.06637#011validation-rmse:0.06741
1733296783268,[152]#011train-rmse:0.06637#011validation-rmse:0.06741
1733296783268,[153]#011train-rmse:0.06631#011validation-rmse:0.06735
1733296783268,[154]#011train-rmse:0.06631#011validation-rmse:0.06735
1733296783268,[155]#011train-rmse:0.06631#011validation-rmse:0.06735
1733296783268,[156]#011train-rmse:0.06631#011validation-rmse:0.06735
1733296783268,[157]#011train-rmse:0.06626#011validation-rmse:0.06731
1733296783268,[158]#011train-rmse:0.06626#011validation-rmse:0.06731
1733296783268,[159]#011train-rmse:0.06626#011validation-rmse:0.06731
1733296783268,[160]#011train-rmse:0.06626#011validation-rmse:0.06731
1733296783268,[161]#011train-rmse:0.06624#011validation-rmse:0.06728
1733296783268,[162]#011train-rmse:0.06624#011validation-rmse:0.06728
1733296783268,[163]#011train-rmse:0.06620#011validation-rmse:0.06724
1733296783269,[164]#011train-rmse:0.06620#011validation-rmse:0.06724
1733296783269,[165]#011train-rmse:0.06620#011validation-rmse:0.06724
1733296783269,[166]#011train-rmse:0.06620#011validation-rmse:0.06724
1733296783269,[167]#011train-rmse:0.06617#011validation-rmse:0.06722
1733296783269,[168]#011train-rmse:0.06614#011validation-rmse:0.06718
1733296783269,[169]#011train-rmse:0.06614#011validation-rmse:0.06718
1733296783269,[170]#011train-rmse:0.06614#011validation-rmse:0.06718
1733296783269,[171]#011train-rmse:0.06611#011validation-rmse:0.06715
1733296783269,[172]#011train-rmse:0.06611#011validation-rmse:0.06715
1733296783269,[173]#011train-rmse:0.06609#011validation-rmse:0.06713
1733296783269,[174]#011train-rmse:0.06609#011validation-rmse:0.06713
1733296783269,[175]#011train-rmse:0.06609#011validation-rmse:0.06713
1733296783269,[176]#011train-rmse:0.06609#011validation-rmse:0.06713
1733296783269,[177]#011train-rmse:0.06609#011validation-rmse:0.06713
1733296783269,[178]#011train-rmse:0.06609#011validation-rmse:0.06713
1733296783269,[179]#011train-rmse:0.06609#011validation-rmse:0.06713
1733296783269,[180]#011train-rmse:0.06606#011validation-rmse:0.06710
1733296783269,[181]#011train-rmse:0.06606#011validation-rmse:0.06710
1733296783269,[182]#011train-rmse:0.06606#011validation-rmse:0.06710
1733296783269,[183]#011train-rmse:0.06606#011validation-rmse:0.06710
1733296783269,[184]#011train-rmse:0.06606#011validation-rmse:0.06710
1733296783269,[185]#011train-rmse:0.06606#011validation-rmse:0.06710
1733296783269,[186]#011train-rmse:0.06606#011validation-rmse:0.06710
1733296783269,[187]#011train-rmse:0.06606#011validation-rmse:0.06710
1733296783269,[188]#011train-rmse:0.06604#011validation-rmse:0.06708
1733296783269,[189]#011train-rmse:0.06604#011validation-rmse:0.06708
1733296783269,[190]#011train-rmse:0.06604#011validation-rmse:0.06708
1733296783269,[191]#011train-rmse:0.06604#011validation-rmse:0.06708
1733296783269,[192]#011train-rmse:0.06604#011validation-rmse:0.06708
1733296783269,[193]#011train-rmse:0.06601#011validation-rmse:0.06705
1733296783269,[194]#011train-rmse:0.06600#011validation-rmse:0.06703
1733296783269,[195]#011train-rmse:0.06600#011validation-rmse:0.06703
1733296783269,[196]#011train-rmse:0.06597#011validation-rmse:0.06700
1733296783269,[197]#011train-rmse:0.06597#011validation-rmse:0.06700
1733296783269,[198]#011train-rmse:0.06597#011validation-rmse:0.06700
1733296783269,[199]#011train-rmse:0.06597#011validation-rmse:0.06700
