timestamp,message
1733296783265,[2024-12-04 07:19:40.678 ip-10-0-65-102.ec2.internal:7 INFO hook.py:486] Hook is writing from the hook with pid: 7
1733296783265,[1]#011train-rmse:0.24292#011validation-rmse:0.23640
1733296783265,[2]#011train-rmse:0.23331#011validation-rmse:0.22722
1733296783265,[3]#011train-rmse:0.22431#011validation-rmse:0.21863
1733296783265,[4]#011train-rmse:0.21576#011validation-rmse:0.21038
1733296783265,[5]#011train-rmse:0.20830#011validation-rmse:0.20282
1733296783265,[6]#011train-rmse:0.20130#011validation-rmse:0.19593
1733296783265,[7]#011train-rmse:0.19363#011validation-rmse:0.18854
1733296783265,[8]#011train-rmse:0.18734#011validation-rmse:0.18217
1733296783265,[9]#011train-rmse:0.18072#011validation-rmse:0.17580
1733296783265,[10]#011train-rmse:0.17500#011validation-rmse:0.17034
1733296783265,[11]#011train-rmse:0.16912#011validation-rmse:0.16489
1733296783265,[12]#011train-rmse:0.16401#011validation-rmse:0.15999
1733296783265,[13]#011train-rmse:0.15923#011validation-rmse:0.15544
1733296783265,[14]#011train-rmse:0.15422#011validation-rmse:0.15086
1733296783265,[15]#011train-rmse:0.14956#011validation-rmse:0.14642
1733296783265,[16]#011train-rmse:0.14490#011validation-rmse:0.14190
1733296783265,[17]#011train-rmse:0.14014#011validation-rmse:0.13733
1733296783265,[18]#011train-rmse:0.13566#011validation-rmse:0.13303
1733296783265,[19]#011train-rmse:0.13178#011validation-rmse:0.12910
1733296783265,[20]#011train-rmse:0.12823#011validation-rmse:0.12586
1733296783266,[21]#011train-rmse:0.12515#011validation-rmse:0.12278
1733296783266,[22]#011train-rmse:0.12160#011validation-rmse:0.11944
1733296783266,[23]#011train-rmse:0.11876#011validation-rmse:0.11669
1733296783266,[24]#011train-rmse:0.11613#011validation-rmse:0.11414
1733296783266,[25]#011train-rmse:0.11344#011validation-rmse:0.11172
1733296783266,[26]#011train-rmse:0.11107#011validation-rmse:0.10968
1733296783266,[27]#011train-rmse:0.10838#011validation-rmse:0.10713
1733296783266,[28]#011train-rmse:0.10630#011validation-rmse:0.10514
1733296783266,[29]#011train-rmse:0.10416#011validation-rmse:0.10322
1733296783266,[30]#011train-rmse:0.10231#011validation-rmse:0.10150
1733296783266,[31]#011train-rmse:0.10049#011validation-rmse:0.09992
1733296783266,[32]#011train-rmse:0.09880#011validation-rmse:0.09829
1733296783266,[33]#011train-rmse:0.09726#011validation-rmse:0.09687
1733296783266,[34]#011train-rmse:0.09579#011validation-rmse:0.09538
1733296783266,[35]#011train-rmse:0.09406#011validation-rmse:0.09376
1733296783266,[36]#011train-rmse:0.09282#011validation-rmse:0.09256
1733296783266,[37]#011train-rmse:0.09156#011validation-rmse:0.09137
1733296783266,[38]#011train-rmse:0.09035#011validation-rmse:0.09015
1733296783266,[39]#011train-rmse:0.08882#011validation-rmse:0.08873
1733296783266,[40]#011train-rmse:0.08785#011validation-rmse:0.08771
1733296783266,[41]#011train-rmse:0.08645#011validation-rmse:0.08643
1733296783266,[42]#011train-rmse:0.08543#011validation-rmse:0.08544
1733296783266,[43]#011train-rmse:0.08463#011validation-rmse:0.08468
1733296783266,[44]#011train-rmse:0.08390#011validation-rmse:0.08397
1733296783266,[45]#011train-rmse:0.08303#011validation-rmse:0.08315
1733296783266,[46]#011train-rmse:0.08222#011validation-rmse:0.08241
1733296783266,[47]#011train-rmse:0.08153#011validation-rmse:0.08174
1733296783266,[48]#011train-rmse:0.08084#011validation-rmse:0.08111
1733296783266,[49]#011train-rmse:0.07991#011validation-rmse:0.08025
1733296783266,[50]#011train-rmse:0.07926#011validation-rmse:0.07960
1733296783266,[51]#011train-rmse:0.07870#011validation-rmse:0.07903
1733296783266,[52]#011train-rmse:0.07824#011validation-rmse:0.07859
1733296783266,[53]#011train-rmse:0.07773#011validation-rmse:0.07816
1733296783266,[54]#011train-rmse:0.07701#011validation-rmse:0.07749
1733296783266,[55]#011train-rmse:0.07642#011validation-rmse:0.07694
1733296783266,[56]#011train-rmse:0.07595#011validation-rmse:0.07652
1733296783266,[57]#011train-rmse:0.07558#011validation-rmse:0.07612
1733296783266,[58]#011train-rmse:0.07520#011validation-rmse:0.07578
1733296783266,[59]#011train-rmse:0.07485#011validation-rmse:0.07548
1733296783266,[60]#011train-rmse:0.07439#011validation-rmse:0.07505
1733296783266,[61]#011train-rmse:0.07390#011validation-rmse:0.07459
1733296783266,[62]#011train-rmse:0.07361#011validation-rmse:0.07434
1733296783266,[63]#011train-rmse:0.07333#011validation-rmse:0.07406
1733296783266,[64]#011train-rmse:0.07302#011validation-rmse:0.07379
1733296783266,[65]#011train-rmse:0.07272#011validation-rmse:0.07355
1733296783266,[66]#011train-rmse:0.07249#011validation-rmse:0.07330
1733296783266,[67]#011train-rmse:0.07218#011validation-rmse:0.07297
1733296783266,[68]#011train-rmse:0.07190#011validation-rmse:0.07274
1733296783266,[69]#011train-rmse:0.07165#011validation-rmse:0.07251
1733296783266,[70]#011train-rmse:0.07146#011validation-rmse:0.07235
1733296783266,[71]#011train-rmse:0.07129#011validation-rmse:0.07217
1733296783267,[72]#011train-rmse:0.07105#011validation-rmse:0.07197
1733296783267,[73]#011train-rmse:0.07092#011validation-rmse:0.07184
1733296783267,[74]#011train-rmse:0.07068#011validation-rmse:0.07160
1733296783267,[75]#011train-rmse:0.07050#011validation-rmse:0.07145
1733296783267,[76]#011train-rmse:0.07028#011validation-rmse:0.07120
1733296783267,[77]#011train-rmse:0.07014#011validation-rmse:0.07109
1733296783267,[78]#011train-rmse:0.07000#011validation-rmse:0.07093
1733296783267,[79]#011train-rmse:0.06982#011validation-rmse:0.07075
1733296783267,[80]#011train-rmse:0.06972#011validation-rmse:0.07064
1733296783267,[81]#011train-rmse:0.06959#011validation-rmse:0.07051
1733296783267,[82]#011train-rmse:0.06935#011validation-rmse:0.07030
1733296783267,[83]#011train-rmse:0.06920#011validation-rmse:0.07015
1733296783267,[84]#011train-rmse:0.06900#011validation-rmse:0.06996
1733296783267,[85]#011train-rmse:0.06886#011validation-rmse:0.06980
1733296783267,[86]#011train-rmse:0.06876#011validation-rmse:0.06971
1733296783267,[87]#011train-rmse:0.06857#011validation-rmse:0.06954
1733296783267,[88]#011train-rmse:0.06844#011validation-rmse:0.06942
1733296783267,[89]#011train-rmse:0.06838#011validation-rmse:0.06936
1733296783267,[90]#011train-rmse:0.06833#011validation-rmse:0.06931
1733296783267,[91]#011train-rmse:0.06825#011validation-rmse:0.06924
1733296783267,[92]#011train-rmse:0.06818#011validation-rmse:0.06917
1733296783267,[93]#011train-rmse:0.06809#011validation-rmse:0.06907
1733296783267,[94]#011train-rmse:0.06804#011validation-rmse:0.06903
1733296783267,[95]#011train-rmse:0.06797#011validation-rmse:0.06897
1733296783267,[96]#011train-rmse:0.06792#011validation-rmse:0.06892
1733296783267,[97]#011train-rmse:0.06786#011validation-rmse:0.06887
1733296783267,[98]#011train-rmse:0.06781#011validation-rmse:0.06882
1733296783267,[99]#011train-rmse:0.06773#011validation-rmse:0.06873
1733296783267,[100]#011train-rmse:0.06768#011validation-rmse:0.06869
1733296783267,[101]#011train-rmse:0.06764#011validation-rmse:0.06864
1733296783267,[102]#011train-rmse:0.06758#011validation-rmse:0.06859
1733296783267,[103]#011train-rmse:0.06750#011validation-rmse:0.06851
1733296783267,[104]#011train-rmse:0.06740#011validation-rmse:0.06841
1733296783267,[105]#011train-rmse:0.06737#011validation-rmse:0.06837
1733296783267,[106]#011train-rmse:0.06733#011validation-rmse:0.06834
1733296783267,[107]#011train-rmse:0.06730#011validation-rmse:0.06831
1733296783267,[108]#011train-rmse:0.06724#011validation-rmse:0.06825
1733296783267,[109]#011train-rmse:0.06720#011validation-rmse:0.06821
1733296783267,[110]#011train-rmse:0.06711#011validation-rmse:0.06812
1733296783267,[111]#011train-rmse:0.06708#011validation-rmse:0.06810
1733296783267,[112]#011train-rmse:0.06703#011validation-rmse:0.06805
